date,region,store,units,price,salesrep,endcap,demo,demo13,demo45,natural,fitness
6/22/2010,MW,Gold Coast,196.24413,4.0966668,1,0,0,0,0,1,5
6/29/2010,MW,Gold Coast,269.96411,4.0757141,1,0,0,0,0,1,5
7/6/2010,MW,Gold Coast,256.6149,3.5374999,1,0,0,0,0,1,5
7/13/2010,MW,Gold Coast,244.19388,3.4963636,1,0,0,0,0,1,5
5/4/2010,MW,Lake Calhoun (aka Minneapolis),173.61154,4.5500002,1,0,0,0,0,1,2
5/11/2010,MW,Lake Calhoun (aka Minneapolis),279.76895,4.0233335,1,0,0,0,0,1,2
5/18/2010,MW,Lake Calhoun (aka Minneapolis),237.15465,3.73,1,0,0,0,0,1,2
5/25/2010,MW,Lake Calhoun (aka Minneapolis),253.02385,3.73,1,0,0,0,0,1,2
6/1/2010,MW,Lake Calhoun (aka Minneapolis),208.05759,3.8983333,1,0,0,0,0,1,2
6/8/2010,MW,Lake Calhoun (aka Minneapolis),275.39539,4.0966668,1,0,0,0,0,1,2
6/15/2010,MW,Lake Calhoun (aka Minneapolis),272.44504,4.6185713,1,0,0,0,0,1,2
6/22/2010,MW,Lake Calhoun (aka Minneapolis),257.05649,4.0966668,1,0,0,0,0,1,2
6/29/2010,MW,Lake Calhoun (aka Minneapolis),347.23462,4.3400002,1,0,1,0,0,1,2
7/6/2010,MW,Lake Calhoun (aka Minneapolis),288.62491,3.6813333,1,0,0,1,0,1,2
7/13/2010,MW,Lake Calhoun (aka Minneapolis),330.85901,3.6307142,1,0,0,1,0,1,2
5/4/2010,MW,Lakeview,66.38665,4.6122222,1,0,0,0,0,2,3
5/11/2010,MW,Lakeview,267.69019,4.6122222,1,0,0,0,0,2,3
5/18/2010,MW,Lakeview,191.36819,4,1,0,0,0,0,2,3
5/25/2010,MW,Lakeview,285.85886,3.9566667,1,0,0,0,0,2,3
6/1/2010,MW,Lakeview,275.69385,3.6718183,1,0,0,0,0,2,3
6/8/2010,MW,Lakeview,226.22609,4.0757141,1,0,0,0,0,2,3
6/15/2010,MW,Lakeview,413.47797,3.7746153,1,0,1,0,0,2,3
6/22/2010,MW,Lakeview,326.33148,4.0757141,1,0,0,1,0,2,3
6/29/2010,MW,Lakeview,460.86902,4.4757142,1,0,1,1,0,2,3
7/6/2010,MW,Lakeview,352.8779,3.6813333,1,0,0,1,0,2,3
7/13/2010,MW,Lakeview,412.95908,3.4783332,1,0,0,1,1,2,3
5/4/2010,MW,Milwaukee,248.86946,4.167778,1,0,0,0,0,3,3
5/11/2010,MW,Milwaukee,332.24423,4.167778,1,0,0,0,0,3,3
5/18/2010,MW,Milwaukee,309.78989,3.7650001,1,0,0,0,0,3,3
5/25/2010,MW,Milwaukee,201.85704,4,1,0,0,0,0,3,3
6/1/2010,MW,Milwaukee,245.53822,3.8344445,1,0,0,0,0,3,3
6/8/2010,MW,Milwaukee,210.86977,4.167778,1,0,0,0,0,3,3
6/15/2010,MW,Milwaukee,359.96152,4.2081819,1,0,1,0,0,3,3
6/22/2010,MW,Milwaukee,263.16595,4.5354548,1,0,0,1,0,3,3
6/29/2010,MW,Milwaukee,370.37299,4.3566666,1,0,0,1,0,3,3
7/6/2010,MW,Milwaukee,242.76984,3.8845456,1,0,0,1,0,3,3
7/13/2010,MW,Milwaukee,375.24808,3.8845456,1,0,0,0,1,3,3
5/4/2010,MW,New Lincoln Park (aka Lincoln Park),157.72699,4.5500002,1,0,0,0,0,2,5
5/11/2010,MW,New Lincoln Park (aka Lincoln Park),301.30817,4.8627272,1,0,0,0,0,2,5
5/18/2010,MW,New Lincoln Park (aka Lincoln Park),238.59306,4.1354547,1,0,0,0,0,2,5
5/25/2010,MW,New Lincoln Park (aka Lincoln Park),315.8942,4.1354547,1,0,0,0,0,2,5
6/1/2010,MW,New Lincoln Park (aka Lincoln Park),220.09814,4.1354547,1,0,0,0,0,2,5
6/8/2010,MW,New Lincoln Park (aka Lincoln Park),368.07697,4.3400002,1,0,1,0,0,2,5
6/15/2010,MW,New Lincoln Park (aka Lincoln Park),325.72577,4.0966668,1,0,0,1,0,2,5
6/22/2010,MW,New Lincoln Park (aka Lincoln Park),379.68787,4.1199999,1,0,1,1,0,2,5
6/29/2010,MW,New Lincoln Park (aka Lincoln Park),348.65701,4.089375,1,0,0,1,0,2,5
7/6/2010,MW,New Lincoln Park (aka Lincoln Park),416.25372,3.9506249,1,0,0,1,1,2,5
7/13/2010,MW,New Lincoln Park (aka Lincoln Park),471.98483,3.9506249,1,0,0,1,1,2,5
5/4/2010,MW,Northbrook,359.43146,3.5,1,0,0,0,0,2,3
5/11/2010,MW,Northbrook,261.99625,3.5,1,0,0,0,0,2,3
5/18/2010,MW,Northbrook,246.99669,3.5076923,1,0,0,0,0,2,3
5/25/2010,MW,Northbrook,232.13336,3.4926667,1,0,0,0,0,2,3
6/1/2010,MW,Northbrook,284.22949,3.6500001,1,0,0,0,0,2,3
6/8/2010,MW,Northbrook,329.24988,2.944,1,0,1,0,0,2,3
6/15/2010,MW,Northbrook,373.44485,2.8993332,1,0,0,1,0,2,3
6/22/2010,MW,Northbrook,335.26492,3.3912499,1,0,0,1,0,2,3
6/29/2010,MW,Northbrook,408.43518,3.0846667,1,0,0,1,0,2,3
7/6/2010,MW,Northbrook,341.31525,3.6856251,1,0,0,0,1,2,3
7/13/2010,MW,Northbrook,324.47577,3.3626666,1,0,0,0,1,2,3
5/4/2010,MW,Palatine,226.8354,4.1900001,1,0,0,0,0,1,5
5/11/2010,MW,Palatine,319.37158,4.167778,1,0,0,0,0,1,5
5/18/2010,MW,Palatine,279.93851,3.7650001,1,0,0,0,0,1,5
5/25/2010,MW,Palatine,197.50706,3.7650001,1,0,0,0,0,1,5
6/1/2010,MW,Palatine,280.70685,3.6900001,1,0,0,0,0,1,5
6/8/2010,MW,Palatine,220.51393,3.8053846,1,0,0,0,0,1,5
6/15/2010,MW,Palatine,270.49091,4.0757141,1,0,0,0,0,1,5
6/22/2010,MW,Palatine,350.24399,3.8185713,1,0,1,0,0,1,5
6/29/2010,MW,Palatine,320.67923,4.2185717,1,0,0,1,0,1,5
7/6/2010,MW,Palatine,270.87756,3.7378571,1,0,0,1,0,1,5
7/13/2010,MW,Palatine,373.01199,3.4415386,1,0,0,1,0,1,5
5/4/2010,MW,Regency (aka Omaha),180.4949,3.8299999,1,0,0,0,0,3,5
5/11/2010,MW,Regency (aka Omaha),224.63083,3.7746153,1,0,0,0,0,3,5
5/18/2010,MW,Regency (aka Omaha),213.23584,3.6042857,1,0,0,0,0,3,5
5/25/2010,MW,Regency (aka Omaha),184.02852,3.5438461,1,0,0,0,0,3,5
6/1/2010,MW,Regency (aka Omaha),264.33466,3.6400001,1,0,0,0,0,3,5
6/8/2010,MW,Regency (aka Omaha),239.64848,3.8445454,1,0,0,0,0,3,5
6/15/2010,MW,Regency (aka Omaha),334.02078,3.79,1,0,0,0,0,3,5
6/22/2010,MW,Regency (aka Omaha),203.48299,3.7746153,1,0,0,0,0,3,5
6/29/2010,MW,Regency (aka Omaha),243.95859,3.7233334,1,0,0,0,0,3,5
7/6/2010,MW,Regency (aka Omaha),277.35156,3.2953846,1,0,0,0,0,3,5
7/13/2010,MW,Regency (aka Omaha),337.1564,3.2953846,1,0,0,0,0,3,5
5/4/2010,MW,Sauganash,287.91095,4.1900001,1,0,0,0,0,0,4
5/11/2010,MW,Sauganash,283.36179,4.167778,1,0,0,0,0,0,4
5/18/2010,MW,Sauganash,240.78453,3.5438461,1,0,0,0,0,0,4
5/25/2010,MW,Sauganash,190.78857,3.73,1,0,0,0,0,0,4
6/1/2010,MW,Sauganash,182.67999,3.8257143,1,0,0,0,0,0,4
6/8/2010,MW,Sauganash,295.76776,3.9284616,1,0,0,0,0,0,4
6/15/2010,MW,Sauganash,227.78671,3.74,1,0,0,0,0,0,4
6/22/2010,MW,Sauganash,180.26323,3.74,1,0,0,0,0,0,4
6/29/2010,MW,Sauganash,171.31509,3.6435714,1,0,0,0,0,0,4
7/6/2010,MW,Sauganash,305.19559,3.5179999,1,0,0,0,0,0,4
7/13/2010,MW,Sauganash,260.91327,3.7816668,1,0,0,0,0,0,4
5/4/2010,MW,South Loop,194.99294,4.167778,1,0,0,0,0,0,2
5/11/2010,MW,South Loop,272.00479,4.5500002,1,0,0,0,0,0,2
5/18/2010,MW,South Loop,287.80902,3.6284616,1,0,0,0,0,0,2
5/25/2010,MW,South Loop,249.91364,3.7614286,1,0,0,0,0,0,2
6/1/2010,MW,South Loop,331.06757,3.682857,1,0,0,0,0,0,2
6/8/2010,MW,South Loop,294.77798,4.0966668,1,0,0,0,0,0,2
6/15/2010,MW,South Loop,428.25949,4.0966668,1,0,0,0,0,0,2
6/22/2010,MW,South Loop,303.94495,4.3366666,1,0,1,0,0,0,2
6/29/2010,MW,South Loop,422.67258,3.391875,1,0,1,1,0,0,2
7/6/2010,MW,South Loop,305.53107,3.578125,1,0,0,1,0,0,2
7/13/2010,MW,South Loop,363.06296,2.9478571,1,0,0,1,0,0,2
5/4/2010,MW,West Bloomfield,232.26305,4.167778,1,0,0,0,0,1,4
5/11/2010,MW,West Bloomfield,221.15201,4.167778,1,0,0,0,0,1,4
5/18/2010,MW,West Bloomfield,283.47394,4,1,0,0,0,0,1,4
5/25/2010,MW,West Bloomfield,238.08482,3.8344445,1,0,0,0,0,1,4
6/1/2010,MW,West Bloomfield,252.73257,4,1,0,0,0,0,1,4
6/8/2010,MW,West Bloomfield,299.90317,4.5500002,1,0,0,0,0,1,4
6/15/2010,MW,West Bloomfield,289.22266,4.5500002,1,0,0,0,0,1,4
6/22/2010,MW,West Bloomfield,400.74005,4.5500002,1,0,1,0,0,1,4
6/29/2010,MW,West Bloomfield,311.81458,3.7233334,1,0,0,1,0,1,4
7/6/2010,MW,West Bloomfield,338.57507,3.5723076,1,0,0,1,0,1,4
7/13/2010,MW,West Bloomfield,214.46194,3.5723076,1,0,0,1,0,1,4
5/4/2010,MW,Wheaton,268.60745,4.6122222,1,0,0,0,0,2,4
5/11/2010,MW,Wheaton,341.00818,4.6122222,1,0,0,0,0,2,4
5/18/2010,MW,Wheaton,175.19034,4.0677776,1,0,0,0,0,2,4
5/25/2010,MW,Wheaton,219.93788,4.0677776,1,0,0,0,0,2,4
6/1/2010,MW,Wheaton,306.68417,3.7053847,1,0,0,0,0,2,4
6/8/2010,MW,Wheaton,215.11433,4.1042857,1,0,0,0,0,2,4
6/15/2010,MW,Wheaton,196.44881,4.3899999,1,0,1,0,0,2,4
6/22/2010,MW,Wheaton,366.05896,4.0823078,1,0,0,1,0,2,4
6/29/2010,MW,Wheaton,260.07669,4.0566669,1,0,0,1,0,2,4
7/6/2010,MW,Wheaton,345.84885,3.633846,1,0,0,1,0,2,4
7/13/2010,MW,Wheaton,346.9512,3.6592858,1,0,0,0,1,2,4
5/4/2010,MW,Willowbrook,236.51711,4.5500002,1,0,0,0,0,3,3
5/11/2010,MW,Willowbrook,200.76071,4.0966668,1,0,0,0,0,3,3
5/18/2010,MW,Willowbrook,255.70224,3.9366667,1,0,0,0,0,3,3
5/25/2010,MW,Willowbrook,269.47293,3.8399999,1,0,0,0,0,3,3
6/1/2010,MW,Willowbrook,199.04758,3.73,1,0,0,0,0,3,3
6/8/2010,MW,Willowbrook,239.13177,4.3400002,1,0,0,0,0,3,3
6/15/2010,MW,Willowbrook,257.53513,4.0966668,1,0,0,0,0,3,3
6/22/2010,MW,Willowbrook,467.47354,4.0966668,1,0,1,0,0,3,3
6/29/2010,MW,Willowbrook,487.99911,4.3400002,1,0,1,1,0,3,3
7/6/2010,MW,Willowbrook,296.34238,3.6813333,1,0,0,1,0,3,3
7/13/2010,MW,Willowbrook,329.35001,3.9506249,1,0,0,1,0,3,3
5/4/2010,NA,Bedford,185.93068,4.2042856,0,0,0,0,0,2,5
5/11/2010,NA,Bedford,139.78139,4.2042856,0,0,0,0,0,2,5
5/18/2010,NA,Bedford,148.0363,3.7566667,0,0,0,0,0,2,5
5/25/2010,NA,Bedford,188.05333,3.8614285,0,0,0,0,0,2,5
6/1/2010,NA,Bedford,186.24054,3.8614285,0,0,0,0,0,2,5
6/8/2010,NA,Bedford,167.50957,4.2042856,0,0,0,0,0,2,5
6/15/2010,NA,Bedford,106.25215,4.1566668,0,0,0,0,0,2,5
6/22/2010,NA,Bedford,167.94479,4.1149998,0,0,0,0,0,2,5
6/29/2010,NA,Bedford,87.516365,4.2042856,0,0,0,0,0,2,5
7/6/2010,NA,Bedford,171.45285,3.78,0,0,0,0,0,2,5
7/13/2010,NA,Bedford,116.25538,3.2733333,0,0,0,0,0,2,5
5/4/2010,NA,Bellingham,156.18498,4.2042856,0,0,0,0,0,2,0
5/11/2010,NA,Bellingham,208.03545,4.1185713,0,0,0,0,0,2,0
5/18/2010,NA,Bellingham,165.13921,3.8614285,0,0,0,0,0,2,0
5/25/2010,NA,Bellingham,165.86792,3.8614285,0,0,0,0,0,2,0
6/1/2010,NA,Bellingham,134.33644,3.7566667,0,0,0,0,0,2,0
6/8/2010,NA,Bellingham,187.07895,4.2042856,0,0,0,0,0,2,0
6/15/2010,NA,Bellingham,230.61404,4.2042856,0,0,0,0,0,2,0
6/22/2010,NA,Bellingham,150.45427,4.2042856,0,0,0,0,0,2,0
6/29/2010,NA,Bellingham,303.29102,3.8233333,0,0,0,0,0,2,0
7/6/2010,NA,Bellingham,256.18146,3.096,0,0,0,0,0,2,0
7/13/2010,NA,Bellingham,241.45294,3.096,0,0,0,0,0,2,0
5/4/2010,NA,Cranston (aka Garden City Center),170.86966,4.2042856,0,0,0,0,0,1,1
5/11/2010,NA,Cranston (aka Garden City Center),181.32185,4.1442857,0,0,0,0,0,1,1
5/18/2010,NA,Cranston (aka Garden City Center),207.62914,3.8614285,0,0,0,0,0,1,1
5/25/2010,NA,Cranston (aka Garden City Center),275.83142,3.8614285,0,0,0,0,0,1,1
6/1/2010,NA,Cranston (aka Garden City Center),265.69913,3.8614285,0,0,0,0,0,1,1
6/8/2010,NA,Cranston (aka Garden City Center),175.77995,4.2042856,0,0,0,0,0,1,1
6/15/2010,NA,Cranston (aka Garden City Center),259.85764,4.2042856,0,0,0,0,0,1,1
6/22/2010,NA,Cranston (aka Garden City Center),178.21758,4.2042856,0,0,0,0,0,1,1
6/29/2010,NA,Cranston (aka Garden City Center),257.44904,4.2042856,0,0,0,0,0,1,1
7/6/2010,NA,Cranston (aka Garden City Center),157.42435,3.78,0,0,0,0,0,1,1
7/13/2010,NA,Cranston (aka Garden City Center),217.67586,3.4242857,0,0,0,0,0,1,1
5/4/2010,NA,Framingham,111.15614,4.2042856,0,0,0,0,0,2,1
5/11/2010,NA,Framingham,193.77509,4.2042856,0,0,0,0,0,2,1
5/18/2010,NA,Framingham,119.11089,3.8614285,0,0,0,0,0,2,1
5/25/2010,NA,Framingham,260.31146,3.8614285,0,0,0,0,0,2,1
6/1/2010,NA,Framingham,227.59918,3.8614285,0,0,0,0,0,1,1
6/8/2010,NA,Framingham,161.89308,4.2042856,0,0,0,0,0,1,1
6/15/2010,NA,Framingham,141.3786,4.2042856,0,0,0,0,0,1,1
6/22/2010,NA,Framingham,231.12439,4.2042856,0,0,0,0,0,1,1
6/29/2010,NA,Framingham,198.1649,4.2042856,0,0,0,0,0,1,1
7/6/2010,NA,Framingham,279.10944,3.78,0,0,0,0,0,1,1
7/13/2010,NA,Framingham,147.9762,3.78,0,0,0,0,0,1,1
5/4/2010,NA,Fresh Pond,183.6514,4.6275001,0,0,0,0,0,1,1
5/11/2010,NA,Fresh Pond,197.10068,4.2042856,0,0,0,0,0,1,1
5/18/2010,NA,Fresh Pond,199.90515,3.8614285,0,0,0,0,0,1,1
5/25/2010,NA,Fresh Pond,196.18916,4.0650001,0,0,0,0,0,1,1
6/1/2010,NA,Fresh Pond,153.55898,3.8614285,0,0,0,0,0,1,1
6/8/2010,NA,Fresh Pond,175.43532,4.2042856,0,0,0,0,0,1,1
6/15/2010,NA,Fresh Pond,176.74472,4.6275001,0,0,0,0,0,1,1
6/22/2010,NA,Fresh Pond,137.50879,4.2042856,0,0,0,0,0,1,1
6/29/2010,NA,Fresh Pond,165.45235,4.0445457,0,0,0,0,0,1,1
7/6/2010,NA,Fresh Pond,219.32536,3.5045455,0,0,0,0,0,1,1
7/13/2010,NA,Fresh Pond,162.06738,3.5045455,0,0,0,0,0,1,1
5/4/2010,NA,Hadley,104.75567,4.6471429,0,0,0,0,0,0,3
5/11/2010,NA,Hadley,202.08356,4.6275001,0,0,0,0,0,0,3
5/18/2010,NA,Hadley,142.12177,4.0042858,0,0,0,0,0,0,3
5/25/2010,NA,Hadley,223.05379,3.8614285,0,0,0,0,0,0,3
6/1/2010,NA,Hadley,256.42987,3.8614285,0,0,0,0,0,0,3
6/8/2010,NA,Hadley,168.2019,4.6275001,0,0,0,0,0,0,3
6/15/2010,NA,Hadley,100.66542,4.8400002,0,0,0,0,0,0,3
6/22/2010,NA,Hadley,230.24751,4.6275001,0,0,0,0,0,0,3
6/29/2010,NA,Hadley,122.38453,4.6275001,0,0,0,0,0,0,3
7/6/2010,NA,Hadley,175.45723,4.2562499,0,0,0,0,0,0,3
7/13/2010,NA,Hadley,105.8809,3.95,0,0,0,0,0,0,3
5/4/2010,NA,Hingham,169.33044,4.6275001,0,0,0,0,0,1,0
5/11/2010,NA,Hingham,120.30285,4.2042856,0,0,0,0,0,1,0
5/18/2010,NA,Hingham,152.07286,4.0650001,0,0,0,0,0,1,0
5/25/2010,NA,Hingham,184.57944,4.4614286,0,0,0,0,0,1,0
6/1/2010,NA,Hingham,154.56686,3.8614285,0,0,0,0,0,1,0
6/8/2010,NA,Hingham,70.225822,4.6275001,0,0,0,0,0,1,0
6/15/2010,NA,Hingham,149.16971,4.6275001,0,0,0,0,0,1,0
6/22/2010,NA,Hingham,224.3241,4.2042856,0,0,0,0,0,1,0
6/29/2010,NA,Hingham,215.38855,4.6275001,0,0,0,0,0,1,0
7/6/2010,NA,Hingham,169.50655,3.7449999,0,0,0,0,0,1,0
7/13/2010,NA,Hingham,210.36218,3.5045455,0,0,0,0,0,1,0
5/4/2010,NA,Newtonville,221.56812,4.2399998,0,0,0,0,0,2,4
5/11/2010,NA,Newtonville,202.83269,4.2399998,0,0,0,0,0,2,4
5/18/2010,NA,Newtonville,208.25415,4.0650001,0,0,0,0,0,2,4
5/25/2010,NA,Newtonville,129.61862,3.8614285,0,0,0,0,0,2,4
6/1/2010,NA,Newtonville,145.55554,4.0650001,0,0,0,0,0,2,4
6/8/2010,NA,Newtonville,206.05824,4.7185717,0,0,0,0,0,2,4
6/15/2010,NA,Newtonville,164.59875,4.8400002,0,0,0,0,0,2,4
6/22/2010,NA,Newtonville,181.20027,4.7185717,0,0,0,0,0,2,4
6/29/2010,NA,Newtonville,231.43909,4.7185717,0,0,0,0,0,2,4
7/6/2010,NA,Newtonville,47.559853,4.2942858,0,0,0,0,0,2,4
7/13/2010,NA,Newtonville,222.81219,3.4242857,0,0,0,0,0,2,4
5/4/2010,NA,Portland ME (aka Portland),148.39536,4.6275001,0,0,0,0,0,0,4
5/11/2010,NA,Portland ME (aka Portland),182.42508,4.6275001,0,0,0,0,0,0,4
5/18/2010,NA,Portland ME (aka Portland),178.36501,4.0650001,0,0,0,0,0,0,4
5/25/2010,NA,Portland ME (aka Portland),172.81601,4.0650001,0,0,0,0,0,0,4
6/1/2010,NA,Portland ME (aka Portland),306.85056,4.0650001,0,0,0,0,0,0,4
6/8/2010,NA,Portland ME (aka Portland),172.19138,4.6275001,0,0,0,0,0,0,4
6/15/2010,NA,Portland ME (aka Portland),198.37569,4.6275001,0,0,0,0,0,0,4
6/22/2010,NA,Portland ME (aka Portland),142.52068,4.6275001,0,0,0,0,0,0,4
6/29/2010,NA,Portland ME (aka Portland),192.35031,4.6275001,0,0,0,0,0,0,4
7/6/2010,NA,Portland ME (aka Portland),241.55389,4.2562499,0,0,0,0,0,0,4
7/13/2010,NA,Portland ME (aka Portland),292.15555,3.78,0,0,0,0,0,0,4
5/4/2010,NA,River Street,162.85439,4.1614285,0,0,0,0,0,1,1
5/11/2010,NA,River Street,215.70015,4.1171427,0,0,0,0,0,1,1
5/18/2010,NA,River Street,241.17931,3.8185713,0,0,0,0,0,1,1
5/25/2010,NA,River Street,127.69972,3.8185713,0,0,0,0,0,1,1
6/1/2010,NA,River Street,101.56984,3.8185713,0,0,0,0,0,1,1
6/8/2010,NA,River Street,176.67041,4.1614285,0,0,0,0,0,1,1
6/15/2010,NA,River Street,198.147,4.1614285,0,0,0,0,0,1,1
6/22/2010,NA,River Street,197.21175,4.1614285,0,0,0,0,0,1,1
6/29/2010,NA,River Street,119.2911,4.1614285,0,0,0,0,0,1,1
7/6/2010,NA,River Street,265.36942,3.78,0,0,0,0,0,1,1
7/13/2010,NA,River Street,125.21104,3.78,0,0,0,0,0,1,1
5/4/2010,NA,University,190.00824,4.2042856,0,0,0,0,0,2,2
5/11/2010,NA,University,222.04378,4.1500001,0,0,0,0,0,2,2
5/18/2010,NA,University,157.42616,4.0650001,0,0,0,0,0,2,2
5/25/2010,NA,University,170.97656,4.0042858,0,0,0,0,0,2,2
6/1/2010,NA,University,167.89949,4.0650001,0,0,0,0,0,2,2
6/8/2010,NA,University,117.62866,4.6275001,0,0,0,0,0,2,2
6/15/2010,NA,University,264.00479,4.2042856,0,0,0,0,0,2,2
6/22/2010,NA,University,166.37866,4.6275001,0,0,0,0,0,2,2
6/29/2010,NA,University,187.32927,4.1566668,0,0,0,0,0,2,2
7/6/2010,NA,University,300.728,3.78,0,0,0,0,0,2,2
7/13/2010,NA,University,156.65216,3.6187501,0,0,0,0,0,2,2
5/4/2010,NA,West Hartford,176.31361,4.7185717,0,0,0,0,0,2,3
5/11/2010,NA,West Hartford,124.66051,4.7185717,0,0,0,0,0,2,3
5/18/2010,NA,West Hartford,193.13507,4.0650001,0,0,0,0,0,2,3
5/25/2010,NA,West Hartford,207.47813,4.1614285,0,0,0,0,0,2,3
6/1/2010,NA,West Hartford,149.30333,4.1614285,0,0,0,0,0,2,3
6/8/2010,NA,West Hartford,131.20952,4.7185717,0,0,0,0,0,2,3
6/15/2010,NA,West Hartford,252.69887,4.7185717,0,0,0,0,0,2,3
6/22/2010,NA,West Hartford,150.1741,4.7185717,0,0,0,0,0,2,3
6/29/2010,NA,West Hartford,222.38579,4.7185717,0,0,0,0,0,2,3
7/6/2010,NA,West Hartford,128.87054,4.3449998,0,0,0,0,0,2,3
7/13/2010,NA,West Hartford,192.98599,3.7228572,0,0,0,0,0,2,3
5/4/2010,NA,Woburn,228.23021,4.2042856,0,0,0,0,0,3,3
5/11/2010,NA,Woburn,242.1011,4.1900001,0,0,0,0,0,3,3
5/18/2010,NA,Woburn,251.04306,3.8614285,0,0,0,0,0,3,3
5/25/2010,NA,Woburn,189.58195,3.8614285,0,0,0,0,0,3,3
6/1/2010,NA,Woburn,133.33069,3.8614285,0,0,0,0,0,3,3
6/8/2010,NA,Woburn,68.877579,4.1900001,0,0,0,0,0,3,3
6/15/2010,NA,Woburn,261.52228,4.2042856,0,0,0,0,0,3,3
6/22/2010,NA,Woburn,91.499001,4.2042856,0,0,0,0,0,3,3
6/29/2010,NA,Woburn,96.424973,4.2042856,0,0,0,0,0,3,3
7/6/2010,NA,Woburn,177.00165,3.78,0,0,0,0,0,3,3
7/13/2010,NA,Woburn,136.8885,3.7449999,0,0,0,0,0,3,3
5/4/2010,NC,Fresno,194.9268,4.5042858,1,0,0,0,0,2,0
5/11/2010,NC,Fresno,215.84163,4.5900002,1,0,0,0,0,2,0
5/18/2010,NC,Fresno,336.95493,4.3899999,1,0,0,0,0,2,0
5/25/2010,NC,Fresno,225.76294,4.1233335,1,0,0,0,0,2,0
6/1/2010,NC,Fresno,234.1776,4.04,1,0,0,0,0,2,0
6/8/2010,NC,Fresno,299.46866,4.8955555,1,0,0,0,0,2,0
6/15/2010,NC,Fresno,153.63503,4.8800001,1,0,0,0,0,2,0
6/22/2010,NC,Fresno,368.84702,4.8718181,1,0,1,0,0,2,0
6/29/2010,NC,Fresno,343.44504,4.508182,1,0,0,1,0,2,0
7/6/2010,NC,Fresno,191.47028,4.3536363,1,0,0,1,0,2,0
7/13/2010,NC,Fresno,297.37494,3.99,1,0,0,1,0,2,0
5/4/2010,NC,Los Altos,251.38089,4.8566666,1,0,0,0,0,1,5
5/11/2010,NC,Los Altos,195.13823,4.6809092,1,0,0,0,0,1,5
5/18/2010,NC,Los Altos,322.47418,4.5900002,1,0,0,0,0,1,5
5/25/2010,NC,Los Altos,199.27203,4.5900002,1,0,0,0,0,1,5
6/1/2010,NC,Los Altos,250.41608,4.5900002,1,0,0,0,0,1,5
6/8/2010,NC,Los Altos,249.01703,4.9508333,1,0,0,0,0,1,5
6/15/2010,NC,Los Altos,284.49695,4.7750001,1,0,1,0,0,1,5
6/22/2010,NC,Los Altos,256.23767,4.6746154,1,0,0,1,0,1,5
6/29/2010,NC,Los Altos,328.0546,4.3983335,1,0,0,1,0,1,5
7/6/2010,NC,Los Altos,287.57083,4.4566665,1,0,0,1,0,1,5
7/13/2010,NC,Los Altos,228.81265,4.4566665,1,0,0,0,1,1,5
5/4/2010,NC,Napa,253.61998,4.6233335,1,0,0,1,0,3,2
5/11/2010,NC,Napa,321.74921,4.6233335,1,0,0,0,1,3,2
5/18/2010,NC,Napa,231.56674,4.29,1,0,0,0,1,3,2
5/25/2010,NC,Napa,183.85014,4.29,1,0,0,0,0,3,2
6/1/2010,NC,Napa,228.74046,4.29,1,0,0,0,0,3,2
6/8/2010,NC,Napa,234.02795,4.6241665,1,0,0,0,0,3,2
6/15/2010,NC,Napa,294.77045,4.6399999,1,0,0,0,0,3,2
6/22/2010,NC,Napa,204.07515,4.6399999,1,0,0,0,0,3,2
6/29/2010,NC,Napa,276.71774,4.6399999,1,0,0,0,0,3,2
7/6/2010,NC,Napa,209.41891,4.4699998,1,0,0,0,0,3,2
7/13/2010,NC,Napa,250.02367,4.4263635,1,0,0,0,0,3,2
5/4/2010,NC,Petaluma,312.59726,4.6809092,1,0,0,0,0,2,5
5/11/2010,NC,Petaluma,267.80243,4.6809092,1,0,1,0,0,2,5
5/18/2010,NC,Petaluma,293.28952,4.5900002,1,0,0,1,0,2,5
5/25/2010,NC,Petaluma,313.50568,4.5900002,1,0,0,1,0,2,5
6/1/2010,NC,Petaluma,299.49438,4.5900002,1,0,0,1,0,2,5
6/8/2010,NC,Petaluma,277.5531,4.9745455,1,0,0,0,1,2,5
6/15/2010,NC,Petaluma,298.39612,4.9316669,1,0,0,0,1,2,5
6/22/2010,NC,Petaluma,338.87436,4.9316669,1,0,0,0,0,2,5
6/29/2010,NC,Petaluma,188.77255,4.9445453,1,0,0,0,0,2,5
7/6/2010,NC,Petaluma,337.00989,4.79,1,0,0,0,0,2,5
7/13/2010,NC,Petaluma,268.1749,4.79,1,0,0,0,0,2,5
5/4/2010,NC,Redwood City,234.36513,4.8699999,1,0,0,0,0,3,4
5/11/2010,NC,Redwood City,316.10245,4.79,1,0,0,0,0,3,4
5/18/2010,NC,Redwood City,318.19702,4.1900001,1,0,0,0,0,3,4
5/25/2010,NC,Redwood City,239.78828,4.1900001,1,0,0,0,0,3,4
6/1/2010,NC,Redwood City,207.65387,4.4263635,1,0,0,0,0,3,4
6/8/2010,NC,Redwood City,188.49347,4.8990908,1,0,0,0,0,3,4
6/15/2010,NC,Redwood City,792.51624,4.4716668,1,1,1,0,0,3,4
6/22/2010,NC,Redwood City,798.5545,4.2816668,1,1,0,1,0,3,4
6/29/2010,NC,Redwood City,836.32196,4.2816668,1,1,0,1,0,3,4
7/6/2010,NC,Redwood City,756.35632,4.7233334,1,1,0,1,0,3,4
